Date,scientist,rep,primary,secondary_dose,vial,day,status,alive3,X0.hour,X10.hour,log10_10hour,bin_primary,bin_alive3
7/19/2018,Frank,IX/V,02_Ef,0.1,29,2,1,FALSE,2527.5,270000,5.431364,1,0
7/19/2018,Frank,IX/V,02_Ef,0.1,29,2,1,FALSE,2527.5,270000,5.431364,1,0
7/19/2018,Frank,IX/V,02_Ef,0.1,29,2,1,FALSE,2527.5,270000,5.431364,1,0
7/19/2018,Frank,IX/V,02_Ef,0.1,29,2,1,FALSE,2527.5,270000,5.431364,1,0
7/19/2018,Frank,IX/V,02_Ef,0.1,29,3,0,TRUE,2527.5,270000,5.431364,1,1
7/19/2018,Frank,IX/V,02_Ef,0.1,29,3,0,TRUE,2527.5,270000,5.431364,1,1
7/19/2018,Frank,IX/V,02_Ef,1,31,1,1,FALSE,10821,2473333,6.393283,1,0
7/19/2018,Frank,IX/V,02_Ef,1,31,1,1,FALSE,10821,2473333,6.393283,1,0
7/19/2018,Frank,IX/V,02_Ef,1,31,1,1,FALSE,10821,2473333,6.393283,1,0
7/19/2018,Frank,IX/V,02_Ef,1,31,1,1,FALSE,10821,2473333,6.393283,1,0
7/19/2018,Frank,IX/V,02_Ef,1,31,1,1,FALSE,10821,2473333,6.393283,1,0
7/19/2018,Frank,IX/V,02_Ef,1,31,1,1,FALSE,10821,2473333,6.393283,1,0
7/19/2018,Frank,IX/V,02_Ef,1,31,2,1,FALSE,10821,2473333,6.393283,1,0
7/19/2018,Frank,IX/V,02_Ef,1,31,2,1,FALSE,10821,2473333,6.393283,1,0
7/19/2018,Frank,IX/V,02_Ef,1,31,2,1,FALSE,10821,2473333,6.393283,1,0
7/19/2018,Frank,IX/V,02_Ef,1,31,2,1,FALSE,10821,2473333,6.393283,1,0
7/19/2018,Frank,IX/V,02_Ef,1,32,1,1,FALSE,10821,2473333,6.393283,1,0
7/19/2018,Frank,IX/V,02_Ef,1,32,1,1,FALSE,10821,2473333,6.393283,1,0
7/19/2018,Frank,IX/V,02_Ef,1,32,1,1,FALSE,10821,2473333,6.393283,1,0
7/19/2018,Frank,IX/V,02_Ef,1,32,1,1,FALSE,10821,2473333,6.393283,1,0
7/19/2018,Frank,IX/V,02_Ef,1,32,1,1,FALSE,10821,2473333,6.393283,1,0
7/19/2018,Frank,IX/V,02_Ef,1,32,2,1,FALSE,10821,2473333,6.393283,1,0
7/19/2018,Frank,IX/V,02_Ef,1,32,2,1,FALSE,10821,2473333,6.393283,1,0
6/3/2019,Abby,I,01_PBS,0.001,1,1,1,FALSE,40,65000,4.812913,0,0
6/3/2019,Abby,I,01_PBS,0.001,1,2,1,FALSE,40,65000,4.812913,0,0
6/3/2019,Abby,I,01_PBS,0.001,1,4,1,TRUE,40,65000,4.812913,0,1
6/3/2019,Abby,I,01_PBS,0.001,1,7,0,TRUE,40,65000,4.812913,0,1
6/3/2019,Abby,I,01_PBS,0.001,1,7,0,TRUE,40,65000,4.812913,0,1
6/3/2019,Abby,I,01_PBS,0.001,1,7,0,TRUE,40,65000,4.812913,0,1
6/3/2019,Abby,I,01_PBS,0.001,1,7,0,TRUE,40,65000,4.812913,0,1
6/3/2019,Abby,I,01_PBS,0.001,2,1,1,FALSE,40,65000,4.812913,0,0
6/3/2019,Abby,I,01_PBS,0.001,2,1,1,FALSE,40,65000,4.812913,0,0
6/3/2019,Abby,I,01_PBS,0.001,2,1,1,FALSE,40,65000,4.812913,0,0
6/3/2019,Abby,I,01_PBS,0.001,2,1,1,FALSE,40,65000,4.812913,0,0
6/3/2019,Abby,I,01_PBS,0.001,2,3,1,FALSE,40,65000,4.812913,0,0
6/3/2019,Abby,I,01_PBS,0.001,2,5,1,TRUE,40,65000,4.812913,0,1
6/3/2019,Abby,I,01_PBS,0.001,3,2,1,FALSE,40,65000,4.812913,0,0
6/3/2019,Abby,I,01_PBS,0.001,3,2,1,FALSE,40,65000,4.812913,0,0
6/3/2019,Abby,I,01_PBS,0.001,3,4,1,TRUE,40,65000,4.812913,0,1
6/3/2019,Abby,I,01_PBS,0.001,3,5,1,TRUE,40,65000,4.812913,0,1
6/3/2019,Abby,I,01_PBS,0.001,3,7,0,TRUE,40,65000,4.812913,0,1
6/3/2019,Abby,I,01_PBS,0.01,4,1,1,FALSE,216,158000,5.198657,0,0
6/3/2019,Abby,I,01_PBS,0.01,4,1,1,FALSE,216,158000,5.198657,0,0
6/3/2019,Abby,I,01_PBS,0.01,4,1,1,FALSE,216,158000,5.198657,0,0
6/3/2019,Abby,I,01_PBS,0.01,4,2,1,FALSE,216,158000,5.198657,0,0
6/3/2019,Abby,I,01_PBS,0.01,4,3,1,FALSE,216,158000,5.198657,0,0
6/3/2019,Abby,I,01_PBS,0.01,4,7,0,TRUE,216,158000,5.198657,0,1
6/3/2019,Abby,I,01_PBS,0.01,4,7,0,TRUE,216,158000,5.198657,0,1
6/3/2019,Abby,I,01_PBS,0.01,5,1,1,FALSE,216,158000,5.198657,0,0
6/3/2019,Abby,I,01_PBS,0.01,5,1,1,FALSE,216,158000,5.198657,0,0
6/3/2019,Abby,I,01_PBS,0.01,5,2,1,FALSE,216,158000,5.198657,0,0
6/3/2019,Abby,I,01_PBS,0.01,5,3,1,FALSE,216,158000,5.198657,0,0
